uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
P0AEC3	Aerobic respiration control sensor protein ArcB (EC 2.7.13.3)	reviewed	2.7.13.3	-	-	b3210	-	{'-': 0.991776}	-
P38036	CRISPR-associated endonuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-)	reviewed	3.1.-.-;3.6.4.-	-	-	b2761	RHEA:13065	{'RHEA:13065': 0.999769}	['ATP + H2O = ADP + H(+) + phosphate']
P0A6Y8	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	reviewed	-	-	-	b0014	-	{'-': 1.0}	-
P0A7B8	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	reviewed	3.4.25.2	-	-	b3932	-	{'-': 0.999988}	-
P0AD99	Branched-chain amino acid permease BrnQ (BCAA permease) (Branched-chain amino acid transport system 2 carrier protein) (LIV-II)	reviewed	-	-	-	b0401	-	{'-': 1.0}	-
P60785	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	reviewed	3.6.5.n1	RHEA:19669	['GTP + H2O = GDP + H(+) + phosphate']	b2569	RHEA:19669	{'RHEA:19669': 1.0}	['GTP + H2O = GDP + H(+) + phosphate']
P00963	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	reviewed	6.3.1.1	RHEA:11372	['ATP + L-aspartate + NH4(+) = AMP + diphosphate + H(+) + L-asparagine']	b3744	RHEA:11372	{'RHEA:11372': 1.0}	['ATP + L-aspartate + NH4(+) = AMP + diphosphate + H(+) + L-asparagine']
P0A8M0	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	reviewed	6.1.1.22	RHEA:11180	['ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + H(+) + L-asparaginyl-tRNA(Asn)']	b0930	RHEA:11180	{'RHEA:11180': 1.0}	['ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + H(+) + L-asparaginyl-tRNA(Asn)']
P30844	Sensor protein BasS (EC 2.7.13.3)	reviewed	2.7.13.3	-	-	b4112	RHEA:24902;RHEA:24898	{'RHEA:24902': 0.982056, 'RHEA:24898': 0.935873}	"[""2 GTP = 3',3'-c-di-GMP + 2 diphosphate"", ""3',3'-c-di-GMP + H2O = 5'-phosphoguanylyl(3'->5')guanosine + H(+)""]"
Q47155	DNA polymerase IV (Pol IV) (EC 2.7.7.7) (Translesion synthesis polymerase IV) (TSL polymerase IV)	reviewed	2.7.7.7	RHEA:22508	"[""a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1)""]"	b0231	RHEA:22508	{'RHEA:22508': 1.0}	"[""a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1)""]"
P0A884	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	reviewed	2.1.1.45	RHEA:12104	['(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + dUMP = 7,8-dihydrofolate + dTMP']	b2827	RHEA:12104	{'RHEA:12104': 1.0}	['(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + dUMP = 7,8-dihydrofolate + dTMP']
P62623	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase)	reviewed	1.17.7.4	RHEA:24488;RHEA:24825	['H2O + isopentenyl diphosphate + 2 oxidized [2Fe-2S]-[ferredoxin] = (2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]', 'dimethylallyl diphosphate + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = (2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]']	b0029	RHEA:24488;RHEA:24825	{'RHEA:24488': 1.0, 'RHEA:24825': 1.0}	['H2O + isopentenyl diphosphate + 2 oxidized [2Fe-2S]-[ferredoxin] = (2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]', 'dimethylallyl diphosphate + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = (2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]']
P0AGF6	L-threonine dehydratase catabolic TdcB (EC 4.3.1.19) (L-serine dehydratase) (EC 4.3.1.17) (Threonine deaminase)	reviewed	4.3.1.17;4.3.1.19	RHEA:22108;RHEA:19169	['L-serine = NH4(+) + pyruvate', 'L-threonine = 2-oxobutanoate + NH4(+)']	b3117	RHEA:22108;RHEA:19169	{'RHEA:22108': 1.0, 'RHEA:19169': 1.0}	['L-serine = NH4(+) + pyruvate', 'L-threonine = 2-oxobutanoate + NH4(+)']
P0A715	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	reviewed	2.5.1.55	RHEA:14053	['D-arabinose 5-phosphate + H2O + phosphoenolpyruvate = 3-deoxy-alpha-D-manno-2-octulosonate-8-phosphate + phosphate']	b1215	RHEA:14053	{'RHEA:14053': 1.0}	['D-arabinose 5-phosphate + H2O + phosphoenolpyruvate = 3-deoxy-alpha-D-manno-2-octulosonate-8-phosphate + phosphate']
P10026	Relaxosome protein TraM	reviewed	-	-	-	-	-	{'-': 1.0}	-
P77526	Disulfide-bond oxidoreductase YfcG (EC 1.8.4.-) (GSH-dependent disulfide-bond oxidoreductase YfcG) (GST N1-1) (GST-like protein YfcG) (Organic hydroperoxidase) (EC 1.11.1.-)	reviewed	1.11.1.-;1.8.4.-	-	-	b2302	RHEA:16437;RHEA:14817	{'RHEA:16437': 0.999164, 'RHEA:14817': 0.977742}	['4-maleylacetoacetate = 4-fumarylacetoacetate', 'glutathione + RX = a halide anion + an S-substituted glutathione + H(+)']
P0A6A0	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	reviewed	2.7.-.-	-	-	b3835	-	{'-': 0.988735}	-
P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	reviewed	-	-	-	b3255	-	{'-': 1.0}	-
P00370	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	reviewed	1.4.1.4	RHEA:11612	['H2O + L-glutamate + NADP(+) = 2-oxoglutarate + H(+) + NADPH + NH4(+)']	b1761	RHEA:11612	{'RHEA:11612': 1.0}	['H2O + L-glutamate + NADP(+) = 2-oxoglutarate + H(+) + NADPH + NH4(+)']
P0A7Y4	Ribonuclease HI (RNase HI) (EC 3.1.26.4) (Ribonuclease H) (RNase H)	reviewed	3.1.26.4	-	-	b0214	-	{'-': 0.999408}	-
P0AE08	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (SCRP-23) (Sulfate starvation-induced protein 8) (SSI8) (Thioredoxin peroxidase)	reviewed	1.11.1.26	RHEA:62628	['a hydroperoxide + H(+) + NADH = an alcohol + H2O + NAD(+)']	b0605	RHEA:62628	{'RHEA:62628': 1.0}	['a hydroperoxide + H(+) + NADH = an alcohol + H2O + NAD(+)']
P0AFD6	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9)	reviewed	7.1.1.-	RHEA:57888	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']	b2281	RHEA:57888	{'RHEA:57888': 1.0}	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']
P0A6H5	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	reviewed	-	-	-	b3931	-	{'-': 1.0}	-
P09835	Signal transduction histidine-protein kinase/phosphatase UhpB (EC 2.7.13.3) (EC 3.1.3.-)	reviewed	2.7.13.3;3.1.3.-	-	-	b3668	RHEA:24902	{'RHEA:24902': 0.980023}	"[""3',3'-c-di-GMP + H2O = 5'-phosphoguanylyl(3'->5')guanosine + H(+)""]"
P23256	Protein MalY [Includes: Cystathionine beta-lyase MalY (CBL) (EC 4.4.1.13) (Beta-cystathionase MalY) (Cysteine lyase MalY) (Cysteine-S-conjugate beta-lyase MalY); Maltose regulon modulator]	reviewed	4.4.1.13	RHEA:13965;RHEA:18121	['H2O + L,L-cystathionine = L-homocysteine + NH4(+) + pyruvate', 'an S-substituted L-cysteine + H2O = a thiol + NH4(+) + pyruvate']	b1622	RHEA:13965;RHEA:18121	{'RHEA:13965': 1.0, 'RHEA:18121': 1.0}	['H2O + L,L-cystathionine = L-homocysteine + NH4(+) + pyruvate', 'an S-substituted L-cysteine + H2O = a thiol + NH4(+) + pyruvate']
P0A9J6	Ribokinase (RK) (EC 2.7.1.15)	reviewed	2.7.1.15	RHEA:13697	['ATP + D-ribose = ADP + D-ribose 5-phosphate + H(+)']	b3752	RHEA:13697	{'RHEA:13697': 1.0}	['ATP + D-ribose = ADP + D-ribose 5-phosphate + H(+)']
P0AD57	Octaprenyl diphosphate synthase (EC 2.5.1.90) (All-trans-octaprenyl-diphosphate synthase) (Octaprenyl pyrophosphate synthase) (OPP synthase)	reviewed	2.5.1.90	RHEA:27798	['(2E,6E)-farnesyl diphosphate + 5 isopentenyl diphosphate = all-trans-octaprenyl diphosphate + 5 diphosphate']	b3187	RHEA:27798	{'RHEA:27798': 1.0}	['(2E,6E)-farnesyl diphosphate + 5 isopentenyl diphosphate = all-trans-octaprenyl diphosphate + 5 diphosphate']
P0ABD3	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	reviewed	1.16.3.1	RHEA:11148	['4 Fe(2+) + 4 H(+) + O2 = 4 Fe(3+) + 2 H2O']	b3336	RHEA:11148	{'RHEA:11148': 1.0}	['4 Fe(2+) + 4 H(+) + O2 = 4 Fe(3+) + 2 H2O']
P0A8D6	O-acetyl-ADP-ribose deacetylase (EC 3.1.1.106) (Regulator of RNase III activity)	reviewed	3.1.1.106	RHEA:59244;RHEA:57060	"[""2''-O-acetyl-ADP-D-ribose + H2O = acetate + ADP-D-ribose + H(+)"", ""3''-O-acetyl-ADP-D-ribose + H2O = acetate + ADP-D-ribose + H(+)""]"	b1045	RHEA:59244;RHEA:57060	{'RHEA:59244': 1.0, 'RHEA:57060': 1.0}	"[""2''-O-acetyl-ADP-D-ribose + H2O = acetate + ADP-D-ribose + H(+)"", ""3''-O-acetyl-ADP-D-ribose + H2O = acetate + ADP-D-ribose + H(+)""]"
P17443	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	reviewed	2.4.1.227	RHEA:31227	['di-trans-octa-cis-undecaprenyl diphospho-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP-N-acetyl-alpha-D-glucosamine = di-trans-octa-cis-undecaprenyl diphospho-[N-acetyl-alpha-D-glucosaminyl-(1->4)]-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + H(+) + UDP']	b0090	RHEA:31227;RHEA:23192	{'RHEA:31227': 1.0, 'RHEA:23192': 0.7777}	['Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + UDP-N-acetyl-alpha-D-glucosamine = beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + H(+) + UDP', 'di-trans-octa-cis-undecaprenyl diphospho-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP-N-acetyl-alpha-D-glucosamine = di-trans-octa-cis-undecaprenyl diphospho-[N-acetyl-alpha-D-glucosaminyl-(1->4)]-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + H(+) + UDP']
P76577	Penicillin-binding protein 1C (PBP-1c) (PBP1c) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Transpeptidase-like module]	reviewed	2.4.99.28	RHEA:23708	['[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n)-di-trans,octa-cis-undecaprenyl diphosphate + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate = [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n+1)-di-trans-octa-cis-undecaprenyl diphosphate + di-trans,octa-cis-undecaprenyl diphosphate + H(+)']	b2519	RHEA:23708	{'RHEA:23708': 1.0}	['[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n)-di-trans,octa-cis-undecaprenyl diphosphate + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate = [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n+1)-di-trans-octa-cis-undecaprenyl diphosphate + di-trans,octa-cis-undecaprenyl diphosphate + H(+)']
P0AA43	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)	reviewed	5.4.99.19	RHEA:38867	['uridine(516) in 16S rRNA = pseudouridine(516) in 16S rRNA']	b2183	RHEA:38867	{'RHEA:38867': 1.0}	['uridine(516) in 16S rRNA = pseudouridine(516) in 16S rRNA']
P76193	Probable L,D-transpeptidase YnhG (EC 2.-.-.-)	reviewed	2.-.-.-	-	-	b1678	-	{'-': 0.999975}	-
P0A6M4	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl RNA deacylase) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (Gly-tRNA(Gly) deacylase)	reviewed	3.1.1.96	RHEA:53744;RHEA:13953;RHEA:25347	['D-tyrosyl-tRNA(Tyr) + H2O = D-tyrosine + tRNA(Tyr)', 'glycyl-tRNA(Ala) + H2O = glycine + H(+) + tRNA(Ala)', 'a D-aminoacyl-tRNA + H2O = a D-alpha-amino acid + a tRNA + H(+)']	b3887	RHEA:13953;RHEA:53744;RHEA:25347	{'RHEA:13953': 1.0, 'RHEA:53744': 1.0, 'RHEA:25347': 0.7777}	['D-tyrosyl-tRNA(Tyr) + H2O = D-tyrosine + tRNA(Tyr)', 'glycyl-tRNA(Ala) + H2O = glycine + H(+) + tRNA(Ala)', 'a D-aminoacyl-tRNA + H2O = a D-alpha-amino acid + a tRNA + H(+)']
P11349	Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1) (Nitrate reductase A subunit beta) (Quinol-nitrate oxidoreductase subunit beta)	reviewed	1.7.5.1	RHEA:56144	['a quinol + nitrate = a quinone + H2O + nitrite']	b1225	RHEA:56144	{'RHEA:56144': 1.0}	['a quinol + nitrate = a quinone + H2O + nitrite']
P07821	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	reviewed	7.2.2.16	-	-	b0151	RHEA:58492;RHEA:18065	{'RHEA:58492': 0.988743, 'RHEA:18065': 0.08345}	['ATP + Fe(III)-enterobactin(out) + H2O = ADP + Fe(III)-enterobactin(in) + H(+) + phosphate', 'ATP + H2O + phosphonate(out) = ADP + H(+) + phosphate + phosphonate(in)']
P0AAI5	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	reviewed	2.3.1.179	RHEA:22836;RHEA:55040;RHEA:41836;RHEA:41852;RHEA:41868;RHEA:41884;RHEA:41900	['a fatty acyl-[ACP] + H(+) + malonyl-[ACP] = a 3-oxoacyl-[ACP] + CO2 + holo-[ACP]', 'H(+) + hexanoyl-[ACP] + malonyl-[ACP] = 3-oxooctanoyl-[ACP] + CO2 + holo-[ACP]', 'H(+) + malonyl-[ACP] + octanoyl-[ACP] = 3-oxodecanoyl-[ACP] + CO2 + holo-[ACP]', 'decanoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxododecanoyl-[ACP] + CO2 + holo-[ACP]', 'dodecanoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxotetradecanoyl-[ACP] + CO2 + holo-[ACP]', 'H(+) + malonyl-[ACP] + tetradecanoyl-[ACP] = 3-oxohexadecanoyl-[ACP] + CO2 + holo-[ACP]', '(9Z)-hexadecenoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxo-(11Z)-octadecenoyl-[ACP] + CO2 + holo-[ACP]']	b1095	RHEA:55040;RHEA:22836	{'RHEA:55040': 1.0, 'RHEA:22836': 1.0}	['a fatty acyl-[ACP] + H(+) + malonyl-[ACP] = a 3-oxoacyl-[ACP] + CO2 + holo-[ACP]', '(9Z)-hexadecenoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxo-(11Z)-octadecenoyl-[ACP] + CO2 + holo-[ACP]']
P45956	CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b2754	-	{'-': 0.999994}	-
P0ACG8	Heat shock protein 15 (HSP15)	reviewed	-	-	-	b3400	-	{'-': 1.0}	-
P69210	Spermidine export protein MdtI	reviewed	-	-	-	b1599	-	{'-': 1.0}	-
P05637	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	reviewed	3.6.1.41	RHEA:24252	"[""H2O + P(1),P(4)-bis(5'-adenosyl) tetraphosphate = 2 ADP + 2 H(+)""]"	b0049	RHEA:24252;RHEA:30527	{'RHEA:24252': 1.0, 'RHEA:30527': 0.7777}	"[""H2O + P(1),P(4)-bis(5'-adenosyl) tetraphosphate = 2 ADP + 2 H(+)"", ""H2O + P(1),P(5)-bis(5'-adenosyl) pentaphosphate = ADP + ATP + 2 H(+)""]"
P0C0L2	Peroxiredoxin OsmC (EC 1.11.1.-) (Osmotically-inducible protein C)	reviewed	1.11.1.-	RHEA:10008	['[protein]-dithiol + a hydroperoxide = [protein]-disulfide + an alcohol + H2O']	b1482	RHEA:10008	{'RHEA:10008': 1.0}	['[protein]-dithiol + a hydroperoxide = [protein]-disulfide + an alcohol + H2O']
P00448	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	reviewed	1.15.1.1	RHEA:20696	['2 H(+) + 2 superoxide = H2O2 + O2']	b3908	RHEA:20696	{'RHEA:20696': 1.0}	['2 H(+) + 2 superoxide = H2O2 + O2']
P04079	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)	reviewed	6.3.5.2	RHEA:11680	['ATP + H2O + L-glutamine + XMP = AMP + diphosphate + GMP + 2 H(+) + L-glutamate']	b2507	RHEA:11680	{'RHEA:11680': 1.0}	['ATP + H2O + L-glutamine + XMP = AMP + diphosphate + GMP + 2 H(+) + L-glutamate']
P09377	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	reviewed	-	-	-	b3905	-	{'-': 1.0}	-
P0A944	[Ribosomal protein bS18]-alanine N-acetyltransferase (EC 2.3.1.266) (KAT) (Peptidyl-lysine N-acetyltransferase) (EC 2.3.1.-)	reviewed	2.3.1.-;2.3.1.266	RHEA:43756;RHEA:45948	['acetyl-CoA + N-terminal L-alanyl-[ribosomal protein bS18] = CoA + H(+) + N-terminal N(alpha)-acetyl-L-alanyl-[ribosomal protein bS18]', 'acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]']	b4373	RHEA:43756;RHEA:45948	{'RHEA:43756': 1.0, 'RHEA:45948': 1.0}	['acetyl-CoA + N-terminal L-alanyl-[ribosomal protein bS18] = CoA + H(+) + N-terminal N(alpha)-acetyl-L-alanyl-[ribosomal protein bS18]', 'acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]']
P0AC44	Succinate dehydrogenase hydrophobic membrane anchor subunit	reviewed	-	-	-	b0722	-	{'-': 1.0}	-
P16688	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	reviewed	4.7.1.1	RHEA:34707	"[""AH2 + alpha-D-ribose 1-methylphosphonate 5-phosphate + S-adenosyl-L-methionine = 5'-deoxyadenosine + A + alpha-D-ribose 1,2-cyclic phosphate 5-phosphate + H(+) + L-methionine + methane""]"	b4098	RHEA:34707	{'RHEA:34707': 1.0}	"[""AH2 + alpha-D-ribose 1-methylphosphonate 5-phosphate + S-adenosyl-L-methionine = 5'-deoxyadenosine + A + alpha-D-ribose 1,2-cyclic phosphate 5-phosphate + H(+) + L-methionine + methane""]"
P02918	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	reviewed	2.4.99.28;3.4.16.4	RHEA:23708	['[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n)-di-trans,octa-cis-undecaprenyl diphosphate + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate = [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n+1)-di-trans-octa-cis-undecaprenyl diphosphate + di-trans,octa-cis-undecaprenyl diphosphate + H(+)']	b3396	RHEA:23708	{'RHEA:23708': 1.0}	['[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n)-di-trans,octa-cis-undecaprenyl diphosphate + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate = [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n+1)-di-trans-octa-cis-undecaprenyl diphosphate + di-trans,octa-cis-undecaprenyl diphosphate + H(+)']
P26602	Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	reviewed	4.1.3.40	RHEA:16505	['chorismate = 4-hydroxybenzoate + pyruvate']	b4039	RHEA:16505	{'RHEA:16505': 1.0}	['chorismate = 4-hydroxybenzoate + pyruvate']
P23367	DNA mismatch repair protein MutL	reviewed	-	-	-	b4170	-	{'-': 1.0}	-
P37051	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	reviewed	3.5.1.10	RHEA:19833	['(6R)-10-formyltetrahydrofolate + H2O = (6S)-5,6,7,8-tetrahydrofolate + formate + H(+)']	b1232	RHEA:19833	{'RHEA:19833': 1.0}	['(6R)-10-formyltetrahydrofolate + H2O = (6S)-5,6,7,8-tetrahydrofolate + formate + H(+)']
P75804	Aldose sugar dehydrogenase YliI (Asd) (EC 1.1.5.-) (Soluble aldose sugar dehydrogenase YliI)	reviewed	1.1.5.-	-	-	b0837	-	{'-': 0.982876}	-
P62617	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	reviewed	4.6.1.12	RHEA:23864;RHEA:68364	['4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP', '4-CDP-2-C-methyl-D-erythritol = 2-C-methyl-D-erythritol 3,4-cyclophosphate + CMP + H(+)']	b2746	RHEA:23864	{'RHEA:23864': 1.0}	['4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP']
Q46896	CRISPR-associated endonuclease Cas1 (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b2755	-	{'-': 0.999524}	-
P36548	N-acetylmuramoyl-L-alanine amidase AmiA (EC 3.5.1.28)	reviewed	3.5.1.28	-	-	b2435	-	{'-': 0.999895}	-
P06721	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	reviewed	4.4.1.13;4.4.1.28	RHEA:13965;RHEA:24931;RHEA:18121	['H2O + L-cysteine = H(+) + hydrogen sulfide + NH4(+) + pyruvate', 'H2O + L,L-cystathionine = L-homocysteine + NH4(+) + pyruvate', 'an S-substituted L-cysteine + H2O = a thiol + NH4(+) + pyruvate']	b3008	RHEA:13965;RHEA:24931;RHEA:18121	{'RHEA:13965': 1.0, 'RHEA:24931': 1.0, 'RHEA:18121': 1.0}	['H2O + L-cysteine = H(+) + hydrogen sulfide + NH4(+) + pyruvate', 'H2O + L,L-cystathionine = L-homocysteine + NH4(+) + pyruvate', 'an S-substituted L-cysteine + H2O = a thiol + NH4(+) + pyruvate']
P00634	Alkaline phosphatase (APase) (EC 3.1.3.1)	reviewed	3.1.3.1	RHEA:15017	['a phosphate monoester + H2O = an alcohol + phosphate']	b0383	RHEA:15017	{'RHEA:15017': 1.0}	['a phosphate monoester + H2O = an alcohol + phosphate']
P0A784	Oligoribonuclease (EC 3.1.15.-)	reviewed	3.1.15.-	-	-	b4162	RHEA:22508;RHEA:21976;RHEA:76407	{'RHEA:22508': 0.934409, 'RHEA:21976': 0.881249, 'RHEA:76407': 0.046865}	"['H2O + Xaa-L-Pro dipeptide = an L-alpha-amino acid + L-proline', ""[thioredoxin]-disulfide + AMP + 2 H(+) + sulfite = [thioredoxin]-dithiol + adenosine 5'-phosphosulfate"", ""a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1)""]"
P21338	Ribonuclease I (RNase I) (EC 4.6.1.21) (Enterobacter ribonuclease)	reviewed	4.6.1.21	-	-	b0611	-	{'-': 0.998278}	-
P0A9S7	High-affinity branched-chain amino acid transport ATP-binding protein LivG (LIV-I protein G)	reviewed	-	-	-	b3455	-	{'-': 1.0}	-
